name,number of appearances within EADs
c01,17
c01->c02,113150
c01->c02->c03,259475
c01->c02->c03->c04,174244
c01->c02->c03->c04->c05,87206
c01->c02->c03->c04->c05->c06,31828
c01->c02->c03->c04->c05->c06->c07,7137
c01->c02->c03->c04->c05->c06->c07->c08,957
c01->c02->c03->c04->c05->c06->c07->c08->c09,39
