/1965 by U-M News Service,1
inches and 7 inches,1
CD-R of the exhibit,1
film oversized reels,1
"perspectives, surveys and architectural drawings",1
files folders,1
folders of 434 prints,1
inear foot,1
reel of [13] retained,1
folders 3-11,1
reels 16mm film,1
including 2 of awards received,1
"volumes, l folder",1
unembroidered collars,1
reel 2 only,1
"marked ""no good",1
open reel videotapes,1
reel-to-reels,1
betacams,1
disk produced 8/1/2001,1
also 4 photographs given by Seaver,1
notebooks now,1
photographs on 1 sheet,1
"photos, lined up",1
[New York World's Fair . America At Home. Parents' retreat room],1
oversize folder of architectural drawings,1
"binder, cd sleeves",1
volume 68 digital files],1
envelope of loose photographs,1
tablets,1
issues and Fragments,1
pages of contact prints,1
Polaroid print,1
folders 5-21,1
also medium D13 for earlier chapter house,1
RT,1
oversize motion picture film,1
folders and loose materials,1
outsize notebook,1
",700 maps",1
slides and 179,1
map on 6 sheets : ; sheets,1
by Baker,1
prints with interleaving,1
expanding file,1
folder of loose materials,1
correspondence,1
"survey, site plan and utility, architectural; plumbing and landscape drawings",1
linear feet 1 oversize volume,1
includes Data Systems,1
Binders of Exhibits,1
and b/w negs,1
Approximately 11.5 linear feet,1
microfilm,1
"photographs, includes photos with wife and also with Dagmar, Steve Allen; Gloria Swanson, Imperial Wizard of Ku Klux Klan and Diana Barrymore",1
oversize drawings,1
plus negs,1
sound tapes,1
folders 40-60,1
sheet : blueprint on paper ; or smaller,1
blueline print on paper,1
articles,1
folders 14-15,1
hour 55 min,1
folders folders,1
DVDs and digital video files,1
contact sheet only,1
folders 15-25,1
oversize poster,1
cassettes folders,1
by Daniel Bartush,1
oversize folder.[339 digital files],1
"by Santangelo Studio, Pottstown and PA",1
mini DV tapes,1
sheets : sepia prints on paper ; or smaller,1
"films, oversized rolled materials and oversized folders",1
Primarily 1960-1978,1
folders 10-11,1
sheets : various media,1
double images on 2 negatives,1
minute cassette tapes,1
folders 1-17,1
no 1960,1
cd and thumbnails,1
including 1 with wife & children,1
lacking 1965-1969,1
folders 61-77,1
"binder, loose photos",1
architectural and furniture layout drawings,1
oversize album,1
oversize motion pictures,1
head shots,1
tape: 19 min,1
folders 1-18,1
linear,1
oversize tube,1
mounted print folders,1
U-matic cassettes and workbook,1
sepia print,1
expand able folders,1
file packet,1
architectural and perspective drawings;sketches,1
f linear feet,1
with graduate students,1
linear inches,1
"binders, missing volumes I-III",1
sheets : sepia prints on paper mounted on clothe ; or smaller,1
sheets : pencil on paper ; or smaller,1
linear feet adn 29 volumes,1
blue marker on tracing paper; colored pencil on tracing paper and yellow note paper,1
",912 architectural drawings",1
",000 drawings",1
photo albums from Phi Delta Theta fraternity's classes of 1912 and 1913,1
and 20.3 MB,1
"cd, contact sheets",1
"slides, prints",1
; mostly,1
"perspective, elevation and section drawings",1
"survey, demolition and grading, utility;irrigation drawings",1
sheets : various media or smaller,1
"proofs, approx",1
linear feet of records,1
"site plan, elevation and section drawings",1
DVD-Rs,1
cups,1
linear of non-microfilmed materials,1
spiral notebooks,1
folders 8 through 11,1
small bound volumes of varying size,1
cassette tapes: 4 sides,1
complete issues and fragments,1
sheets : various media. : or smaller,1
MB [14 digital files],1
"issues, May and June",1
carousel,1
also 5 photocopies of related material,1
folders 28-30,1
essays,1
folders) folders,1
"Approximately 2,265 photonegatives",1
roll of architectural drawings and blueprints,1
by unknown photographer,1
li. inches,1
MB [187 digital files],1
blue-line prints,1
videocassette; U-matic,1
artifact,1
mm film and DVD use copy,1
DVD-video,1
folders 4-10,1
"ds, cs",1
U-matic videocassettes,1
prints by unknown photographers,1
printed version,1
"not identified, but is most probably by Gillies",1
prints and duplicates,1
U-matic videotapes,1
includes 8 architects drawings,1
dicscs,1
strips of negatives,1
film negatives,1
vhr videocassettes,1
(item,1
sec,1
folders of 138 prints,1
souvenir packet of 8 post cards with envelope,1
"cd, constact sheet",1
"survey, architectural and utility, structural; mechanical and electrical drawings",1
"pdf, ind. and unidentified files",1
folders 48-49,1
survey and architectural drawings,1
folder>,1
DVD-R,1
linear feet and 3 inches,1
tapes with partial transcription,1
wooden box,1
MB [18 digital files],1
oversize motion picture reels,1
folder oversize,1
inches and 2 inches,1
mini digital cassette,1
"survey, site plan and utility;architectural drawings",1
sheets : pencil with pastel on tracing paper ; or smaller,1
"drawings, water damaged",1
na3103-na3112,1
linear feet Photographs. 3 linear ft,1
slidee,1
transcription,1
Approximately 220 linear feet,1
floppy disk,1
U-matic tapes,1
folders of 380 slides,1
mm strip of 6 negatives,1
folders of 34 images,1
profile : ms,1
bound sets,1
",144 files",1
vinyl record disc,1
open reel cassettes,1
and slides,1
"drawings, and",1
no 1945,1
b/e negatives,1
blueprint tubes,1
rolls microfilm,1
"sound discs : 7-16 inches, digitized video",1
folders with CD,1
negatives folders,1
(2 binders,1
photograph portfolios,1
"survey, architectural and landscape;utility drawings",1
folders 1-2 of 4,1
photos of block form various perspectives,1
"engineering, architectural and mechanical, electrical;plumbing drawings",1
by unknown photographers,1
"roll of microfilm, Micro AA",1
Books 1-6,1
pencil caricature,1
linear feet 1 oversize folder,1
snapshot,1
pictures,1
archival DVD,1
pencil drawings,1
vol. And 1 folder,1
folders; through letter J only,1
whiteprint,1
beta videotapes,1
negatives with contact prints,1
chapters,1
black and white positive prints,1
copies of 1941,1
schematic design site plan,1
Volumes 12-21,1
"by Manning Bros., Commercial Photographers",1
"pages, with Morgan's marginal notes",1
""" floppy disks",1
oversized item,1
small negatives,1
pencil and colored pencil on tracing paper; pencil on notebook paper,1
folders 1-24,1
hrs,1
prints of 31 projects,1
folders 25-47,1
cdS,1
"q cd, cs",1
Polaroid prints,1
