archcoll.xml,/ead/archdesc/dsc/c01[11]/c02[2]/c03[1]/c04/c05[7]/c06[4]/c07[1]/did/unittitle,January-September (2 folders),(2 folders),<unittitle>January-September (2 folders)</unittitle>
asstpres.xml,/ead/archdesc/dsc/c01[18]/c02[1]/c03[3]/did/unittitle,"Miscellaneous People, including university officials, award recipients, and visiting dignitaries (3 envelopes)",(3 envelopes),"<unittitle>Miscellaneous People, including university officials, award recipients, and visiting dignitaries (3 envelopes)</unittitle>"
asstpres.xml,/ead/archdesc/dsc/c01[18]/c02[2]/c03/did/unittitle,1975 Winter-1985 Winter (27 envelopes),(27 envelopes),"<unittitle><unitdate type=""inclusive"" normal=""1975"">1975</unitdate> Winter-1985 Winter (27 envelopes)</unittitle>"
asstpres.xml,/ead/archdesc/dsc/c01[18]/c02[3]/c03/did/unittitle,1978/79-1980/81 (3 envelopes),(3 envelopes),"<unittitle><unitdate type=""inclusive"" normal=""1978/1981"">1978/79-1980/81</unitdate> (3 envelopes)</unittitle>"
asstpres.xml,/ead/archdesc/dsc/c01[18]/c02[4]/c03/did/unittitle,1981-1985 (5 envelopes),(5 envelopes),"<unittitle><unitdate type=""inclusive"" normal=""1981/1985"">1981-1985</unitdate> (5 envelopes)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[8]/c04[1]/c05[2]/c06[5]/did/unittitle,Boston College 12/1/2001 (2 disks),(2 disks),"<unittitle>Boston College <unitdate type=""inclusive"" normal=""2001-12-01"">12/1/2001</unitdate> (2 disks)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[8]/c04[1]/c05[2]/c06[8]/did/unittitle,Purdue 1/5/2002 (2 disks),(2 disks),"<unittitle>Purdue <unitdate type=""inclusive"" normal=""2002-01-05"">1/5/2002</unitdate> (2 disks)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[8]/c04[1]/c05[2]/c06[9]/did/unittitle,"Northwestern and Minnesota 1/16/2002, 1/19/2002 (2 disks)",(2 disks),"<unittitle>Northwestern and Minnesota <unitdate type=""inclusive"" normal=""2002-01-16"">1/16/2002</unitdate>, <unitdate type=""inclusive"" normal=""2002-01-19"">1/19/2002</unitdate> (2 disks)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[8]/c03[2]/c04[24]/did/unittitle,1989/90 (3  folders),(3  folders),"<unittitle><unitdate type=""inclusive"" normal=""1989/1990"">1989/90</unitdate> (3  folders)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[12]/c03[2]/c04[38]/c05[1]/did/unittitle,Results  (2 boxes),(2 boxes),<unittitle>Results  (2 boxes)</unittitle>
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[12]/c03[3]/c04[3]/c05[4]/c06[3]/did/unittitle,2003/04 UM vs. Stanford  (2 disks),(2 disks),"<unittitle><unitdate type=""inclusive"" normal=""2003/2004"">2003/04</unitdate> UM vs. Stanford  (2 disks)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[12]/c03[3]/c04[3]/c05[5]/c06[8]/did/unittitle,2004/05 NCAA Championships  (2 disks),(2 disks),"<unittitle><unitdate type=""inclusive"" normal=""2004/2005"">2004/05</unitdate> NCAA Championships  (2 disks)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[15]/c03[5]/c04[2]/c05[1]/did/unittitle,2002/03 Cleveland State University at UM  (2 disks),(2 disks),"<unittitle><unitdate type=""inclusive"" normal=""2002/2003"">2002/03</unitdate> Cleveland State University at UM  (2 disks)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[17]/c03[3]/c04[14]/did/unittitle,1990/91 Results  (2folders),(2folders),"<unittitle><unitdate type=""inclusive"" normal=""1990/1991"">1990/91</unitdate> Results  (2folders)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[20]/c03[5]/c04[28]/did/unittitle,2003/04 (2folders),(2folders),"<unittitle><unitdate type=""inclusive"" normal=""2003/2004"">2003/04</unitdate> (2folders)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[20]/c03[5]/c04[31]/c05/did/unittitle,Meet Results (2folders),(2folders),<unittitle>Meet Results (2folders)</unittitle>
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[21]/c03[5]/c04[31]/did/unittitle,2003 Releases(2 folders),(2 folders),"<unittitle><unitdate type=""inclusive"" normal=""2003"">2003</unitdate> Releases(2 folders)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[24]/c03[7]/c04[21]/c05[2]/did/unittitle,Box scores (2 boxes),(2 boxes),<unittitle>Box scores (2 boxes)</unittitle>
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[25]/c03[5]/c04/c05[3]/c06[5]/did/unittitle,2003/04 Northwestern at UM  (2 disks),(2 disks),"<unittitle><unitdate type=""inclusive"" normal=""2003/2004"">2003/04</unitdate> Northwestern at UM  (2 disks)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[25]/c03[5]/c04/c05[6]/c06[6]/did/unittitle,Wendy Shieh 2005-2009 (3 discs),(3 discs),"<unittitle>Wendy Shieh <unitdate type=""inclusive"" normal=""2005/2009"">2005-2009</unitdate> (3 discs)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[1]/c02[25]/c03[5]/c04/c05[6]/c06[10]/did/unittitle,Michelle Uhlig 2005-2008 (2 discs),(2 discs),"<unittitle>Michelle Uhlig <unitdate type=""inclusive"" normal=""2005/2008"">2005-2008</unitdate> (2 discs)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/c04[3]/c05[8]/c06[1]/did/unittitle,Ed Martin. Articles 1997-2001 General Information Releases; Corrective Actions; Timelines  (1 binder),(1 binder),"<unittitle>Ed Martin. Articles <unitdate type=""inclusive"" normal=""1997/2001"">1997-2001</unitdate> General Information Releases; Corrective Actions; Timelines  (1 binder)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/c04[3]/c05[8]/c06[2]/did/unittitle,"Ed Martin, News and Information Filing  (1 binder)",(1 binder),"<unittitle>Ed Martin, News and Information Filing  (1 binder)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/c04[3]/c05[8]/c06[3]/did/unittitle,"Ed Martin, Articles 1997-2001 (1 binder)",(1 binder),"<unittitle>Ed Martin, Articles <unitdate type=""inclusive"" normal=""1997/2001"">1997-2001</unitdate> (1 binder)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/c04[3]/c05[8]/c06[4]/did/unittitle,"Ed Martin, Articles 2002 (1 binder)",(1 binder),"<unittitle>Ed Martin, Articles <unitdate type=""inclusive"" normal=""2002"">2002</unitdate> (1 binder)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/c04[3]/c05[8]/c06[5]/did/unittitle,Subject: Ed Martin. Ed Martin Passes Away; Chris Webber Articles--various; Steve Fisher Dismissal  (1 binder),(1 binder),<unittitle>Subject: Ed Martin. Ed Martin Passes Away; Chris Webber Articles--various; Steve Fisher Dismissal  (1 binder)</unittitle>
athdept.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/c04[3]/c05[8]/c06[6]/did/unittitle,Ed Martin. Articles 2002 (1 binder),(1 binder),"<unittitle>Ed Martin. Articles <unitdate type=""inclusive"" normal=""2002"">2002</unitdate> (1 binder)</unittitle>"
athdept.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/c04[3]/c05[8]/c06[7]/did/unittitle,"NCAA Sanctions-U-M Self Imposed Sanctions, Articles November 2002 (1 binder)",(1 binder),"<unittitle>NCAA Sanctions-U-M Self Imposed Sanctions, Articles <unitdate type=""inclusive"" normal=""2002-11"">November 2002</unitdate> (1 binder)</unittitle>"
atwellhi.xml,/ead/archdesc/dsc/c01[2]/c02[3]/did/unittitle,"Ann Arbor vill, [184-?]",[184-?],"<unittitle>Ann Arbor vill, [184-?]</unittitle>"
auditscharts.xml,/ead/archdesc/dsc/c01/c02[3]/did/unittitle,"Organizational charts, University of Michigan 1969/70-1990/91 (22 folders, comprehensive and inclusive)","(22 folders, comprehensive and inclusive)","<unittitle>Organizational charts, University of Michigan <unitdate type=""inclusive"" normal=""1969/1991"">1969/70-1990/91</unitdate> (22 folders, comprehensive and inclusive)</unittitle>"
baloght.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[1]/did/unittitle,"Aardema, Hedy, Ontario, June 30, 1993(2 folders)",(2 folders),"<unittitle>Aardema, Hedy, Ontario, June 30, 1993(2 folders)</unittitle>"
bandum.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[39]/did/unittitle,Symphony Band Spring Tour 1960 (2 folders),(2 folders),"<unittitle>Symphony Band Spring Tour <unitdate type=""inclusive"" normal=""1960"">1960</unitdate> (2 folders)</unittitle>"
banerj.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[7]/did/unittitle,"""Viking Mettles"" (2 versions) undated",(2 versions),"<unittitle>""Viking Mettles"" (2 versions) <unitdate type=""inclusive"">undated</unitdate></unittitle>"
barnettd.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[3]/c04[1]/c05[4]/did/unittitle,Al Brook (2 photos),(2 photos),<unittitle>Al Brook (2 photos)</unittitle>
barnettd.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[3]/c04[3]/c05[3]/did/unittitle,"Al Renfrew (2 photos, one with Mike Martilla)","(2 photos, one with Mike Martilla)","<unittitle>Al Renfrew (2 photos, one with Mike Martilla)</unittitle>"
barnettd.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[6]/c04[4]/did/unittitle,Reunion (5 photos),(5 photos),<unittitle>Reunion (5 photos)</unittitle>
barretta.xml,/ead/archdesc/dsc/c01[3]/c02[2]/did/unittitle,Lecture Notes circa 1934 (3 of 4 folders),(3 of 4 folders),"<unittitle>Lecture Notes <unitdate type=""inclusive"" normal=""1934"" certainty=""approximate"">circa 1934</unitdate> (3 of 4 folders)</unittitle>"
barretta.xml,/ead/archdesc/dsc/c01[3]/c02[3]/did/unittitle,Lecture Notes circa 1934 (4 of 4 folders),(4 of 4 folders),"<unittitle>Lecture Notes <unitdate type=""inclusive"" normal=""1934"" certainty=""approximate"">circa 1934</unitdate> (4 of 4 folders)</unittitle>"
barrittl.xml,/ead/archdesc/dsc/c01[3]/c02[6]/c03[3]/c04[4]/did/unittitle,"Overview of the New School Pilot Program August 1999, January 2000 (2 videotapes: VHS)",(2 videotapes: VHS),"<unittitle>Overview of the New School Pilot Program <unitdate type=""inclusive"" normal=""1999-08"">August 1999</unitdate>, <unitdate type=""inclusive"" normal=""2000-01"">January 2000</unitdate> (2 <genreform normal=""Videotapes"">videotapes</genreform>: VHS)</unittitle>"
bassettl.xml,/ead/archdesc/dsc/c01[7]/c02[8]/c03[3]/did/unittitle,Liturgies (6 movements) 1980 (&#169;1984),(6 movements),"<unittitle>Liturgies (6 movements) <unitdate type=""inclusive"" normal=""1980"">1980</unitdate> (&#169;1984)</unittitle>"
benfordh.xml,/ead/archdesc/dsc/c01[1]/c02[86]/did/unittitle,2003 (4 of 6 folders),(4 of 6 folders),"<unittitle><unitdate type=""inclusive"" normal=""2003"">2003</unitdate> (4 of 6 folders)</unittitle>"
benfordh.xml,/ead/archdesc/dsc/c01[1]/c02[87]/did/unittitle,2003 (2 of 6 folders),(2 of 6 folders),"<unittitle><unitdate type=""inclusive"" normal=""2003"">2003</unitdate> (2 of 6 folders)</unittitle>"
bentleya.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[5]/c04[2]/c05[53]/did/unittitle,Public Works Committee-Saginaw Valley Flood Control (1 folder),(1 folder),<unittitle>Public Works Committee-Saginaw Valley Flood Control (1 folder)</unittitle>
bentleya.xml,/ead/archdesc/dsc/c01[19]/c02[1]/c03[29]/did/unittitle,Album given to AMB by Puerto Rican school children (1 volumes),(1 volumes),<unittitle>Album given to AMB by Puerto Rican school children (1 volumes)</unittitle>
benzf.xml,/ead/archdesc/dsc/c01[9]/did/unittitle,Non-Benz film (1 reel; black and white),(1 reel; black and white),<unittitle>Non-Benz film (1 reel; black and white)</unittitle>
bhl.xml,/ead/archdesc/dsc/c01[1]/c02[6]/c03[2]/c04[5]/did/unittitle,"Pugh, Mary Jo Farewell Party (2 folders. includes snapshot photographs)",(2 folders. includes snapshot photographs),"<unittitle>Pugh, Mary Jo Farewell Party (2 folders. includes snapshot photographs)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[1]/c02[8]/c03[2]/did/unittitle,Staff meetings of the Bentley Historical Library 1972-2008 (0.3 linear feet),(0.3 linear feet),"<unittitle>Staff meetings of the Bentley Historical Library <unitdate type=""inclusive"" normal=""1972/2008"">1972-2008</unitdate> (0.3 linear feet)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[1]/c02[10]/c03[2]/c04[61]/c05[1]/did/unittitle,General 1968-1971 (3 of 4 folders),(3 of 4 folders),"<unittitle>General <unitdate type=""inclusive"" normal=""1968/1971"">1968-1971</unitdate> (3 of 4 folders)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[1]/c02[10]/c03[2]/c04[61]/c05[2]/did/unittitle,General 1968-1971 (4 of 4 folders),(4 of 4 folders),"<unittitle>General <unitdate type=""inclusive"" normal=""1968/1971"">1968-1971</unitdate> (4 of 4 folders)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[1]/c02[10]/c03[4]/c04[9]/did/unittitle,Non Donor Files 1996-2001 A-Z (146 files),(146 files),"<unittitle>Non Donor Files <unitdate type=""inclusive"" normal=""1996/2001"">1996-2001</unitdate> A-Z (146 files)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[7]/did/unittitle,Presidential Library Comes to Ann Arbor 2007 (1 data CD),(1 data CD),"<unittitle>Presidential Library Comes to Ann Arbor <unitdate type=""inclusive"" normal=""2007"">2007</unitdate> (1 data CD)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[4]/c02[3]/c03[8]/c04[1]/did/unittitle,"Ann Arbor. Pictorial History of Ann Arbor, 1974 (7 envelopes)",(7 envelopes),"<unittitle>Ann Arbor. <title render=""italic"">Pictorial History of Ann Arbor</title>, <unitdate type=""inclusive"" normal=""1974"">1974</unitdate> (7 envelopes)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[4]/c02[3]/c03[8]/c04[4]/did/unittitle,"Book of Days, Transparencies, 1987 (39 Envelopes)",(39 Envelopes),"<unittitle><title render=""italic"">Book of Days</title>, Transparencies, <unitdate type=""inclusive"" normal=""1987"">1987</unitdate> (39 Envelopes)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[12]/did/unittitle,"Tom Hemingway, Narration of ""Moving Archives,"" 1991 (1 cassette)",(1 cassette),"<unittitle>Tom Hemingway, Narration of ""Moving Archives,"" <unitdate type=""inclusive"" normal=""1991"">1991</unitdate> (1 cassette)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[13]/did/unittitle,"Margot Halsted, Band Carillon 1990 (1 cassette)",(1 cassette),"<unittitle>Margot Halsted, Band Carillon <unitdate type=""inclusive"" normal=""1990"">1990</unitdate> (1 cassette)</unittitle>"
bhl.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[14]/did/unittitle,2nd European Conference on Archives 1989 (12 cassette and Conference program),(12 cassette and Conference program),"<unittitle>2nd European Conference on Archives <unitdate type=""inclusive"" normal=""1989"">1989</unitdate> (12 cassette and Conference program)</unittitle>"
biciath.xml,/ead/archdesc/dsc/c01[3]/c02[88]/did/unittitle,Miscellaneous Notes on Football 1921-1928 (10 vol.),(10 vol.),"<unittitle>Miscellaneous Notes on Football <unitdate type=""inclusive"" normal=""1921/1928"">1921-1928</unitdate> (10 vol.)</unittitle>"
biciath.xml,/ead/archdesc/dsc/c01[3]/c02[89]/did/unittitle,Miscellaneous Notes on Football 1921-1928 (11 vol.),(11 vol.),"<unittitle>Miscellaneous Notes on Football <unitdate type=""inclusive"" normal=""1921/1928"">1921-1928</unitdate> (11 vol.)</unittitle>"
billingsa.xml,/ead/archdesc/dsc/c01/c02[9]/did/unittitle,The Balcony by Jean Genet (2 drawings),(2 drawings),"<unittitle><title render=""italic"">The Balcony</title> by Jean Genet (2 drawings)</unittitle>"
bimedcom.xml,/ead/archdesc/dsc/c01[2]/c02/c03[54]/did/unittitle,"Pediatrics, 1947-(2 folders)",(2 folders),"<unittitle>Pediatrics, 1947-(2 folders)</unittitle>"
bimedcom.xml,/ead/archdesc/dsc/c01[5]/c02[1]/c03[22]/c04[6]/did/unittitle,LRC 1987 (2 envelopes),(2 envelopes),"<unittitle>LRC <unitdate type=""inclusive"" normal=""1987"">1987</unitdate> (2 envelopes)</unittitle>"
bimedcom.xml,/ead/archdesc/dsc/c01[7]/c02/c03[29]/did/unittitle,"#033 10/26/1986 (1 of 3) (Hospital Open House, people exiting bus, registration, exhibits)",(1 of 3),"<unittitle>#033 <unitdate type=""inclusive"" normal=""1986-10-26"">10/26/1986</unitdate> (1 of 3) (Hospital Open House, people exiting bus, registration, exhibits)</unittitle>"
bimedcom.xml,/ead/archdesc/dsc/c01[7]/c02/c03[30]/did/unittitle,"#034 10/26/1986 (2 of 3) (exhibits and displays, equipment demonstration)",(2 of 3),"<unittitle>#034 <unitdate type=""inclusive"" normal=""1986-10-26"">10/26/1986</unitdate> (2 of 3) (exhibits and displays, equipment demonstration)</unittitle>"
bimedcom.xml,/ead/archdesc/dsc/c01[7]/c02/c03[31]/did/unittitle,"#035 10/26/1986 (3 of 3) (lines moving through building, tents with musicians)",(3 of 3),"<unittitle>#035 <unitdate type=""inclusive"" normal=""1986-10-26"">10/26/1986</unitdate> (3 of 3) (lines moving through building, tents with musicians)</unittitle>"
bimedcom.xml,/ead/archdesc/dsc/c01[7]/c02/c03[33]/did/unittitle,"#023 5/26/1989 (1 of 2) (pan of complex including destroyed hospital, crane picking away at base, bulldozer)",(1 of 2),"<unittitle>#023 <unitdate type=""inclusive"" normal=""1989-05-26"">5/26/1989</unitdate> (1 of 2) (pan of complex including destroyed hospital, crane picking away at base, bulldozer)</unittitle>"
bimedcom.xml,/ead/archdesc/dsc/c01[7]/c02/c03[34]/did/unittitle,"#024 5/26/1989 (2 of 2) (demolition, facade of hospital with middle section ripped out)",(2 of 2),"<unittitle>#024 <unitdate type=""inclusive"" normal=""1989-05-26"">5/26/1989</unitdate> (2 of 2) (demolition, facade of hospital with middle section ripped out)</unittitle>"
birkertg.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[1]/c04[6]/c05[4]/did/unittitle,"Andrews University Lecture April 18, 1985 (2 tapes)",(2 tapes),"<unittitle>Andrews University Lecture <unitdate type=""inclusive"" normal=""1985-04-18"">April 18, 1985</unitdate> (2 tapes)</unittitle>"
birkertg.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[1]/c04[8]/c05[5]/did/unittitle,"AIA Omaha Convention Panel Discussion: H. N. Jacobson, Gibbs, G. Birkerts, Rose October 1987 (2 tapes)",(2 tapes),"<unittitle>AIA Omaha Convention Panel Discussion: H. N. Jacobson, Gibbs, G. Birkerts, Rose <unitdate type=""inclusive"" normal=""1987-10"">October 1987</unitdate> (2 tapes)</unittitle>"
birkertg.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[1]/c04[8]/c05[9]/did/unittitle,"Kathy Blair Interview for Ann Arbor News, December 29, 1987 (2 tapes)",(2 tapes),"<unittitle>Kathy Blair Interview for <title render=""italic"">Ann Arbor News</title>, <unitdate type=""inclusive"" normal=""1987-12-29"">December 29, 1987</unitdate> (2 tapes)</unittitle>"
birkertg.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[1]/c04[11]/c05[7]/did/unittitle,"Interview with Dr. George M. Goodwin-""Frank Lloyd Wright and Domino's Farms"" December 16, 1993 (2 tapes)",(2 tapes),"<unittitle>Interview with Dr. George M. Goodwin-""Frank Lloyd Wright and Domino's Farms"" <unitdate type=""inclusive"" normal=""1993-12-16"">December 16, 1993</unitdate> (2 tapes)</unittitle>"
birkertg.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[1]/c04[12]/c05[7]/did/unittitle,"Modena Speech September 19-20, 1997 (2 tapes)",(2 tapes),"<unittitle>Modena Speech <unitdate type=""inclusive"" normal=""1997-09-19/1997-09-20"">September 19-20, 1997</unitdate> (2 tapes)</unittitle>"
blakeman.xml,/ead/archdesc/dsc/c01[4]/c02[3]/did/unittitle,Surveys of the administration of religion in various American universities and colleges (2 expandable folders),(2 expandable folders),<unittitle>Surveys of the administration of religion in various American universities and colleges (2 expandable folders)</unittitle>
blanchjj.xml,/ead/archdesc/dsc/c01[4]/c02[3]/c03[3]/c04[6]/c05[9]/did/unittitle,"Speeches 1984-1986 (4 folders, audiotapes)","(4 folders, audiotapes)","<unittitle>Speeches <unitdate type=""inclusive"" normal=""1984/1986"">1984-1986</unitdate> (4 folders, audiotapes)</unittitle>"
blanchjj.xml,/ead/archdesc/dsc/c01[5]/c02[2]/c03[18]/c04[5]/did/unittitle,Speed Limits (65 MPH) 1987-1988,(65 MPH),"<unittitle>Speed Limits (65 MPH) <unitdate type=""inclusive"" normal=""1987/1988"">1987-1988</unitdate></unittitle>"
blanchjj.xml,/ead/archdesc/dsc/c01[8]/c02[5]/c03[3]/c04[1]/did/unittitle,Blanchard Formal Portraits (2 images),(2 images),<unittitle>Blanchard Formal Portraits (2 images)</unittitle>
blanchjj.xml,/ead/archdesc/dsc/c01[8]/c02[5]/c03[3]/c04[7]/did/unittitle,Campaign for Governor 1982 (7 posters),(7 posters),"<unittitle>Campaign for Governor <unitdate type=""inclusive"" normal=""1982"">1982</unitdate> (7 posters)</unittitle>"
blanchjj.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[1]/c04[2]/c05[8]/did/unittitle,"Bales and Muer on Sesquicentennial May 7, 1986 (29:44)",(29:44),"<unittitle>Bales and Muer on Sesquicentennial <unitdate type=""inclusive"" normal=""1986-05-07"">May 7, 1986</unitdate> (29:44)</unittitle>"
